Student_ID,Degree_ID,Intake,Gender,Current_Year,Current_Semester,Previous_SGPA,Current_SGPA,Repeated_Courses,Next_SGPA,Predicted_Next_SGPA_RF,Predicted_Next_SGPA_NN,NN_Error,RF_Error,NN_Absolute_Error,GPA_Range
S0424,D003,39,Female,2,3,3.9222,4.0,0,3.9471,3.944583666666663,3.9114027,-0.03569729999999982,0.0025163333333368,0.03569729999999982,3.5 - 4.0
S0424,D003,39,Female,2,4,4.0,3.9471,0,4.0,3.9825210793650743,3.8847396,-0.11526039999999993,0.0174789206349252,0.11526039999999993,3.5 - 4.0
S0424,D003,39,Female,3,5,3.9471,4.0,0,3.9391,3.904822684330486,3.9163322,-0.022767800000000005,0.0342773156695139,0.022767800000000005,3.5 - 4.0
S0424,D003,39,Female,3,6,4.0,3.9391,0,4.0,3.932188666666668,3.851679,-0.14832100000000015,0.0678113333333318,0.14832100000000015,3.5 - 4.0
S0435,D001,40,Male,1,2,2.8,2.525,0,2.2125,2.668461333333325,2.6507242,0.43822420000000006,-0.4559613333333252,0.43822420000000006,2.0 - 2.49
S0435,D001,40,Male,2,3,2.525,2.2125,0,2.6353,2.4172226666666656,2.5397925,-0.09550750000000008,0.2180773333333343,0.09550750000000008,2.5 - 2.99
S0435,D001,40,Male,2,4,2.2125,2.6353,0,2.7417,2.7048966666666634,2.6537173,-0.08798269999999997,0.0368033333333364,0.08798269999999997,2.5 - 2.99
S0446,D003,39,Female,1,2,3.8765,3.8556,0,3.96,3.9183940000000015,3.7842462,-0.17575379999999985,0.0416059999999975,0.17575379999999985,3.5 - 4.0
S0446,D003,39,Female,2,3,3.8556,3.96,0,3.8824,3.779325333333318,3.86999,-0.012410000000000032,0.1030746666666821,0.012410000000000032,3.5 - 4.0
S0446,D003,39,Female,2,4,3.96,3.8824,0,3.736,3.9137986674603136,3.845064,0.1090639999999996,-0.1777986674603133,0.1090639999999996,3.5 - 4.0
S0446,D003,39,Female,3,5,3.8824,3.736,0,3.9478,3.8677136666666754,3.7767632,-0.1710368,0.0800863333333246,0.1710368,3.5 - 4.0
S0446,D003,39,Female,3,6,3.736,3.9478,0,3.9333,3.697827333333336,3.7585747,-0.17472529999999997,0.2354726666666646,0.17472529999999997,3.5 - 4.0
S0446,D003,39,Female,4,7,3.9478,3.9333,0,4.0,3.905173833333333,3.8550599,-0.1449400999999999,0.0948261666666674,0.1449400999999999,3.5 - 4.0
S0458,D005,41,Female,1,2,3.9176,3.6812,0,3.9526,3.751695448412703,3.7495987,-0.20300129999999994,0.2009045515872967,0.20300129999999994,3.5 - 4.0
S0482,D001,40,Male,1,2,3.2824,3.425,0,3.375,3.326630333333344,3.3229773,-0.0520227000000002,0.0483696666666566,0.0520227000000002,3.0 - 3.49
S0482,D001,40,Male,2,3,3.425,3.375,0,4.0,3.4709279999999976,3.4212132,-0.5787868,0.5290720000000024,0.5787868,3.5 - 4.0
S0482,D001,40,Male,2,4,3.375,4.0,0,3.4417,3.718478157936509,3.6390183,0.19731830000000006,-0.2767781579365085,0.19731830000000006,3.0 - 3.49
S0482,D001,40,Male,3,5,4.0,3.4417,0,3.396,3.5521223999999982,3.7103727,0.3143727000000003,-0.1561223999999983,0.3143727000000003,3.0 - 3.49
S0483,D001,41,Male,1,2,3.6765,3.75,0,3.5125,3.644237555555551,3.651066,0.13856599999999997,-0.1317375555555506,0.13856599999999997,3.5 - 4.0
S0483,D001,41,Male,2,3,3.75,3.5125,0,3.2176,3.650809166666674,3.6472824,0.4296823999999999,-0.433209166666674,0.4296823999999999,3.0 - 3.49
S0488,D003,39,Male,1,2,3.2765,3.4278,0,2.62,3.227067666666663,3.3209107,0.7009107000000001,-0.607067666666663,0.7009107000000001,2.5 - 2.99
S0488,D003,39,Male,2,3,3.4278,2.62,0,3.4941,3.03634233333333,3.2201529,-0.2739471,0.4577576666666698,0.2739471,3.0 - 3.49
S0488,D003,39,Male,2,4,2.62,3.4941,0,3.16,3.2090493333333368,3.1902924,0.030292399999999997,-0.0490493333333366,0.030292399999999997,3.0 - 3.49
S0488,D003,39,Male,3,5,3.4941,3.16,0,3.0174,3.1105023333333346,3.4055064,0.3881064000000003,-0.0931023333333347,0.3881064000000003,3.0 - 3.49
S0488,D003,39,Male,3,6,3.16,3.0174,1,3.5238,2.977519666666672,3.0405853,-0.4832147,0.5462803333333279,0.4832147,3.5 - 4.0
S0488,D003,39,Male,4,7,3.0174,3.5238,2,3.3,2.989503000000013,3.1967092,-0.1032907999999999,0.3104969999999869,0.1032907999999999,3.0 - 3.49
S0491,D001,41,Female,1,2,3.5941,3.9625,0,3.625,3.747685977777794,3.6966493,0.0716492999999998,-0.122685977777794,0.0716492999999998,3.5 - 4.0
S0491,D001,41,Female,2,3,3.9625,3.625,0,3.9471,3.6371983722222216,3.7868571,-0.16024289999999963,0.3099016277777782,0.16024289999999963,3.5 - 4.0
S0494,D001,39,Male,1,2,3.2765,2.9688,0,3.075,3.30325866666666,3.1473222,0.07232219999999989,-0.2282586666666599,0.07232219999999989,3.0 - 3.49
S0494,D001,39,Male,2,3,2.9688,3.075,0,2.2941,3.0686576666666703,3.1031594,0.8090594000000002,-0.7745576666666705,0.8090594000000002,2.0 - 2.49
S0494,D001,39,Male,2,4,3.075,2.2941,1,2.975,2.9235933333333284,2.8096673,-0.1653327,0.0514066666666717,0.1653327,2.5 - 2.99
S0494,D001,39,Male,3,5,2.2941,2.975,2,3.22,2.6820259999999987,2.7558615,-0.46413850000000023,0.5379740000000015,0.46413850000000023,3.0 - 3.49
S0494,D001,39,Male,3,6,2.975,3.22,3,2.9625,3.093697666666664,3.0545876,0.09208760000000016,-0.1311976666666634,0.09208760000000016,2.5 - 2.99
S0495,D002,40,Male,1,2,3.3471,2.5938,0,2.775,3.1266516666666586,3.0941808,0.31918080000000026,-0.3516516666666587,0.31918080000000026,2.5 - 2.99
S0495,D002,40,Male,2,3,2.5938,2.775,0,2.8647,2.63198833333333,2.7690907,-0.09560930000000001,0.2327116666666699,0.09560930000000001,2.5 - 2.99
S0495,D002,40,Male,2,4,2.775,2.8647,0,2.6417,2.7909116666666645,2.9417353,0.3000352999999998,-0.1492116666666643,0.3000352999999998,2.5 - 2.99
S0495,D002,40,Male,3,5,2.8647,2.6417,0,2.8115,2.546793666666667,2.892426,0.08092599999999983,0.2647063333333332,0.08092599999999983,2.5 - 2.99
S0496,D001,40,Female,1,2,2.9529,3.1688,0,3.2875,3.095149333333337,3.0594704,-0.22802960000000017,0.1923506666666625,0.22802960000000017,3.0 - 3.49
S0496,D001,40,Female,2,3,3.1688,3.2875,0,3.7588,3.506741666666673,3.2665832,-0.4922168,0.252058333333327,0.4922168,3.5 - 4.0
S0496,D001,40,Female,2,4,3.2875,3.7588,0,3.1167,3.4927376666666623,3.5011587,0.38445870000000015,-0.3760376666666625,0.38445870000000015,3.0 - 3.49
S0496,D001,40,Female,3,5,3.7588,3.1167,0,3.476,3.462434666666665,3.5136864,0.03768640000000012,0.0135653333333349,0.03768640000000012,3.0 - 3.49
S0511,D002,41,Male,1,2,3.8824,3.0562,0,3.3875,3.614738666666674,3.5608807,0.1733806999999996,-0.2272386666666737,0.1733806999999996,3.0 - 3.49
S0517,D001,39,Female,1,2,3.2235,3.0062,0,3.325,3.3332003333333278,3.127885,-0.19711500000000015,-0.0082003333333271,0.19711500000000015,3.0 - 3.49
S0517,D001,39,Female,2,3,3.0062,3.325,0,3.6059,3.3709869999999995,3.2197583,-0.38614170000000003,0.2349130000000006,0.38614170000000003,3.5 - 4.0
S0517,D001,39,Female,2,4,3.325,3.6059,0,2.7417,3.4456179999999965,3.4453452,0.7036452000000004,-0.7039179999999967,0.7036452000000004,2.5 - 2.99
S0517,D001,39,Female,3,5,3.6059,2.7417,0,3.024,3.2832533333333243,3.3377216,0.31372160000000004,-0.2592533333333242,0.31372160000000004,3.0 - 3.49
S0517,D001,39,Female,3,6,2.7417,3.024,0,2.45,2.949973666666664,2.95453,0.5045299999999999,-0.4999736666666634,0.5045299999999999,2.0 - 2.49
S0518,D004,40,Male,1,2,3.3308,3.5,0,3.2933,3.392443666666667,3.3816793,0.08837930000000016,-0.0991436666666669,0.08837930000000016,3.0 - 3.49
S0518,D004,40,Male,2,3,3.5,3.2933,0,3.1,3.615427333333329,3.4293811,0.3293811,-0.5154273333333292,0.3293811,3.0 - 3.49
S0518,D004,40,Male,2,4,3.2933,3.1,0,3.3842,2.984198666666674,3.2384567,-0.1457432999999999,0.4000013333333259,0.1457432999999999,3.0 - 3.49
S0518,D004,40,Male,3,5,3.1,3.3842,0,2.7381,3.3639922222222216,3.2903917,0.5522916999999996,-0.6258922222222214,0.5522916999999996,2.5 - 2.99
S0521,D005,40,Male,1,2,3.7706,3.625,0,3.8158,3.708772583333341,3.656534,-0.15926599999999969,0.1070274166666589,0.15926599999999969,3.5 - 4.0
S0521,D005,40,Male,2,3,3.625,3.8158,0,3.925,3.69431122222222,3.711654,-0.21334600000000004,0.2306887777777801,0.21334600000000004,3.5 - 4.0
S0521,D005,40,Male,2,4,3.8158,3.925,0,3.8357,3.808869000000004,3.7971172,-0.03858279999999992,0.0268309999999964,0.03858279999999992,3.5 - 4.0
S0521,D005,40,Male,3,5,3.925,3.8357,0,3.0,3.731173,3.8354962,0.8354962000000001,-0.7311729999999996,0.8354962000000001,3.0 - 3.49
S0530,D002,40,Female,1,2,3.8824,3.9562,0,3.9125,3.8021006111111113,3.823375,-0.08912500000000012,0.1103993888888887,0.08912500000000012,3.5 - 4.0
S0530,D002,40,Female,2,3,3.9562,3.9125,0,3.8059,3.977969519047619,3.8936198,0.08771980000000035,-0.1720695190476191,0.08771980000000035,3.5 - 4.0
S0530,D002,40,Female,2,4,3.9125,3.8059,0,3.95,3.658278388888891,3.7951775,-0.1548225000000003,0.2917216111111091,0.1548225000000003,3.5 - 4.0
S0530,D002,40,Female,3,5,3.8059,3.95,0,3.75,3.909546111111111,3.8382924,0.08829239999999983,-0.1595461111111111,0.08829239999999983,3.5 - 4.0
S0549,D005,40,Male,1,2,4.0,4.0,0,3.9263,3.948061353245698,3.8925858,-0.033714199999999916,-0.0217613532456981,0.033714199999999916,3.5 - 4.0
S0549,D005,40,Male,2,3,4.0,3.9263,0,4.0,3.992287633333333,3.9167206,-0.08327939999999989,0.0077123666666669,0.08327939999999989,3.5 - 4.0
S0549,D005,40,Male,2,4,3.9263,4.0,0,4.0,3.9381455000000023,3.8742723,-0.1257277000000001,0.0618544999999972,0.1257277000000001,3.5 - 4.0
S0551,D001,40,Female,1,2,4.0,3.925,0,3.9625,3.973314519841274,3.866431,-0.09606899999999996,-0.0108145198412739,0.09606899999999996,3.5 - 4.0
S0551,D001,40,Female,2,3,3.925,3.9625,0,3.8941,3.847286511111099,3.8988845,0.004784499999999969,0.0468134888889006,0.004784499999999969,3.5 - 4.0
S0551,D001,40,Female,2,4,3.9625,3.8941,0,3.95,3.8990157119047626,3.85033,-0.09967000000000015,0.0509842880952375,0.09967000000000015,3.5 - 4.0
S0551,D001,40,Female,3,5,3.8941,3.95,0,3.896,3.807509458333333,3.8730543,-0.022945699999999736,0.0884905416666668,0.022945699999999736,3.5 - 4.0
S0558,D003,41,Male,1,2,3.6529,3.6167,0,3.7867,3.5336470000000038,3.5924668,-0.19423320000000022,0.2530529999999968,0.19423320000000022,3.5 - 4.0
S0559,D001,40,Male,1,2,4.0,3.8312,0,3.7875,3.743421538888892,3.8340828,0.046582799999999924,0.0440784611111078,0.046582799999999924,3.5 - 4.0
S0559,D001,40,Male,2,3,3.8312,3.7875,0,4.0,3.7528033150793623,3.796825,-0.20317499999999988,0.2471966849206373,0.20317499999999988,3.5 - 4.0
S0559,D001,40,Male,2,4,3.7875,4.0,0,3.975,3.8835973809523807,3.8129795,-0.16202050000000012,0.0914026190476193,0.16202050000000012,3.5 - 4.0
S0560,D001,41,Female,1,2,3.2588,2.9312,0,2.95,3.088402666666658,3.126085,0.1760849999999996,-0.138402666666658,0.1760849999999996,2.5 - 2.99
S0562,D002,41,Female,1,2,3.4882,3.9375,0,3.875,3.679974333333328,3.6393435,-0.23565650000000016,0.1950256666666723,0.23565650000000016,3.5 - 4.0
S0562,D002,41,Female,2,3,3.9375,3.875,0,3.7412,3.928995033333333,3.8726923,0.13149230000000012,-0.1877950333333324,0.13149230000000012,3.5 - 4.0
S0564,D003,40,Male,1,2,2.8647,3.3,2,2.4,2.893191333333333,3.001383,0.6013830000000002,-0.4931913333333328,0.6013830000000002,2.0 - 2.49
S0564,D003,40,Male,2,3,3.3,2.4,4,3.4176,2.858955333333334,2.9227388,-0.49486120000000033,0.5586446666666656,0.49486120000000033,3.0 - 3.49
S0564,D003,40,Male,2,4,2.4,3.4176,6,3.132,3.1500486666666663,2.9612637,-0.17073630000000017,-0.0180486666666661,0.17073630000000017,3.0 - 3.49
S0576,D003,40,Male,1,2,3.3353,3.3944,0,3.6,3.500312333333333,3.3391623,-0.26083770000000017,0.099687666666667,0.26083770000000017,3.5 - 4.0
S0576,D003,40,Male,2,3,3.3944,3.6,0,3.5,3.679300253968249,3.506015,0.006015000000000104,-0.1793002539682491,0.006015000000000104,3.5 - 4.0
S0576,D003,40,Male,2,4,3.6,3.5,0,3.124,3.453629666666673,3.521801,0.39780099999999985,-0.3296296666666727,0.39780099999999985,3.0 - 3.49
S0582,D005,41,Female,1,2,3.8412,3.9125,0,3.9684,3.820581666666669,3.7874663,-0.18093369999999975,0.1478183333333307,0.18093369999999975,3.5 - 4.0
S0583,D004,41,Male,1,2,4.0,3.9647,0,3.96,3.942742619047628,3.8802059,-0.07979409999999998,0.0172573809523721,0.07979409999999998,3.5 - 4.0
S0583,D004,41,Male,2,3,3.9647,3.96,0,4.0,3.932138761111122,3.9139829,-0.08601709999999985,0.0678612388888777,0.08601709999999985,3.5 - 4.0
S0585,D002,41,Male,1,2,2.4529,2.1312,2,2.3875,2.211800000000001,2.3332212,-0.05427880000000007,0.175699999999999,0.05427880000000007,2.0 - 2.49
S0585,D002,41,Male,2,3,2.1312,2.3875,3,2.3941,2.587381666666667,2.38269,-0.011409999999999698,-0.193281666666667,0.011409999999999698,2.0 - 2.49
S0594,D005,40,Female,1,2,2.5118,2.7875,0,2.0316,2.557274333333333,2.6665213,0.6349212999999998,-0.5256743333333329,0.6349212999999998,2.0 - 2.49
S0594,D005,40,Female,2,3,2.7875,2.0316,1,2.3125,2.597615,2.5722682,0.2597681999999999,-0.2851149999999993,0.2597681999999999,2.0 - 2.49
S0594,D005,40,Female,2,4,2.0316,2.3125,2,2.5643,2.208465333333333,2.449032,-0.11526799999999993,0.3558346666666669,0.11526799999999993,2.5 - 2.99
S0610,D002,39,Female,1,2,4.0,4.0,0,4.0,3.948061353245698,3.892586,-0.1074139999999999,0.0519386467543019,0.1074139999999999,3.5 - 4.0
S0610,D002,39,Female,2,3,4.0,4.0,0,4.0,3.960321883469631,3.9427745,-0.05722549999999993,0.0396781165303687,0.05722549999999993,3.5 - 4.0
S0610,D002,39,Female,2,4,4.0,4.0,0,4.0,3.945926750479704,3.9039915,-0.09600849999999994,0.0540732495202957,0.09600849999999994,3.5 - 4.0
S0610,D002,39,Female,3,5,4.0,4.0,0,4.0,3.974303108257301,3.9384415,-0.06155849999999985,0.0256968917426996,0.06155849999999985,3.5 - 4.0
S0610,D002,39,Female,3,6,4.0,4.0,0,3.8889,3.9402970019939993,3.877126,-0.011773999999999951,-0.0513970019939993,0.011773999999999951,3.5 - 4.0
S0610,D002,39,Female,4,7,4.0,3.8889,0,3.82,3.865744711111111,3.8652577,0.04525770000000007,-0.0457447111111113,0.04525770000000007,3.5 - 4.0
S0611,D001,39,Female,1,2,3.8824,3.5875,0,3.925,3.7849236666666632,3.7059977,-0.21900229999999965,0.1400763333333365,0.21900229999999965,3.5 - 4.0
S0611,D001,39,Female,2,3,3.5875,3.925,0,3.7765,3.7418166666666615,3.741061,-0.035438999999999776,0.0346833333333385,0.035438999999999776,3.5 - 4.0
S0611,D001,39,Female,2,4,3.925,3.7765,0,3.7833,3.834970999999996,3.7881267,0.0048266999999997395,-0.0516709999999958,0.0048266999999997395,3.5 - 4.0
S0611,D001,39,Female,3,5,3.7765,3.7833,0,3.612,3.786146000000006,3.755213,0.1432129999999998,-0.1741460000000056,0.1432129999999998,3.5 - 4.0
S0611,D001,39,Female,3,6,3.7833,3.612,0,3.8,3.5656139999999983,3.6384363,-0.16156369999999987,0.2343860000000015,0.16156369999999987,3.5 - 4.0
S0624,D003,41,Male,1,2,3.3235,3.1111,0,3.46,3.085752599999998,3.217877,-0.24212299999999987,0.374247400000002,0.24212299999999987,3.0 - 3.49
S0624,D003,41,Male,2,3,3.1111,3.46,0,2.8824,3.4649941111111087,3.318433,0.4360330000000001,-0.5825941111111086,0.4360330000000001,2.5 - 2.99
S0627,D005,39,Female,1,2,3.4059,3.1812,0,3.5579,3.3951796666666683,3.2975357,-0.2603643,0.1627203333333318,0.2603643,3.5 - 4.0
S0627,D005,39,Female,2,3,3.1812,3.5579,0,3.2938,3.455352000000001,3.3959816,0.10218159999999976,-0.1615520000000008,0.10218159999999976,3.0 - 3.49
S0627,D005,39,Female,2,4,3.5579,3.2938,0,3.6714,3.4358199166666723,3.4128945,-0.25850550000000005,0.2355800833333279,0.25850550000000005,3.5 - 4.0
S0627,D005,39,Female,3,5,3.2938,3.6714,0,4.0,3.59568533333334,3.518151,-0.48184899999999997,0.4043146666666604,0.48184899999999997,3.5 - 4.0
S0627,D005,39,Female,3,6,3.6714,4.0,0,2.9917,3.867354177777774,3.7519038,0.7602038000000002,-0.8756541777777742,0.7602038000000002,2.5 - 2.99
S0653,D001,39,Male,1,2,3.5059,3.9,0,3.7875,3.731600999999995,3.6307824,-0.1567175999999999,0.055899000000005,0.1567175999999999,3.5 - 4.0
S0653,D001,39,Male,2,3,3.9,3.7875,0,3.4412,3.846035666666663,3.8252347,0.3840347000000004,-0.404835666666663,0.3840347000000004,3.0 - 3.49
S0653,D001,39,Male,2,4,3.7875,3.4412,0,3.6917,3.523501,3.5813305,-0.11036950000000001,0.1681990000000004,0.11036950000000001,3.5 - 4.0
S0653,D001,39,Male,3,5,3.4412,3.6917,0,3.648,3.551911333333344,3.5908859,-0.05711410000000017,0.096088666666656,0.05711410000000017,3.5 - 4.0
S0653,D001,39,Male,3,6,3.6917,3.648,0,3.875,3.695552999999992,3.619088,-0.2559119999999999,0.1794470000000085,0.2559119999999999,3.5 - 4.0
S0656,D005,40,Female,1,2,3.9471,3.725,0,3.4947,3.8376433333333297,3.776494,0.2817940000000001,-0.3429433333333298,0.2817940000000001,3.0 - 3.49
S0656,D005,40,Female,2,3,3.725,3.4947,0,3.575,3.5217976666666626,3.6268551,0.05185510000000004,0.0532023333333375,0.05185510000000004,3.5 - 4.0
S0656,D005,40,Female,2,4,3.4947,3.575,0,3.8571,3.4922563333333363,3.5079477,-0.3491523000000001,0.3648436666666637,0.3491523000000001,3.5 - 4.0
S0656,D005,40,Female,3,5,3.575,3.8571,0,3.3,3.7490173333333328,3.7156913,0.4156913000000002,-0.4490173333333329,0.4156913000000002,3.0 - 3.49
S0658,D004,40,Female,1,2,3.5538,4.0,0,3.7,3.765895522222224,3.6952982,-0.004701800000000311,-0.0658955222222235,0.004701800000000311,3.5 - 4.0
S0658,D004,40,Female,2,3,4.0,3.7,0,3.6818,3.817754666666665,3.8311322,0.14933219999999992,-0.1359546666666649,0.14933219999999992,3.5 - 4.0
S0658,D004,40,Female,2,4,3.7,3.6818,0,3.7579,3.638104866666671,3.6458316,-0.11206839999999962,0.1197951333333287,0.11206839999999962,3.5 - 4.0
S0658,D004,40,Female,3,5,3.6818,3.7579,0,3.7286,3.657253777777771,3.7094457,-0.01915430000000029,0.0713462222222292,0.01915430000000029,3.5 - 4.0
S0665,D002,41,Male,1,2,3.3059,3.375,0,3.2125,3.321275333333336,3.314659,0.10215899999999989,-0.1087753333333356,0.10215899999999989,3.0 - 3.49
S0665,D002,41,Male,2,3,3.375,3.2125,1,2.7471,3.140027916666664,3.2202578,0.4731578000000001,-0.3929279166666632,0.4731578000000001,2.5 - 2.99
S0668,D001,41,Male,1,2,3.6529,3.05,0,2.925,3.522784333333343,3.4244306,0.49943060000000017,-0.597784333333343,0.49943060000000017,2.5 - 2.99
S0673,D002,39,Male,1,2,3.8824,4.0,0,3.75,3.947828888095236,3.8404603,0.09046030000000016,-0.1978288880952354,0.09046030000000016,3.5 - 4.0
S0673,D002,39,Male,2,3,4.0,3.75,0,3.8353,3.903004348412692,3.8505063,0.015206300000000006,-0.0677043484126915,0.015206300000000006,3.5 - 4.0
S0673,D002,39,Male,2,4,3.75,3.8353,0,3.8917,3.653664722222216,3.7308495,-0.1608505,0.2380352777777847,0.1608505,3.5 - 4.0
S0673,D002,39,Male,3,5,3.8353,3.8917,0,3.7692,3.831633783333337,3.824286,0.055085999999999746,-0.0624337833333363,0.055085999999999746,3.5 - 4.0
S0673,D002,39,Male,3,6,3.8917,3.7692,0,3.9667,3.802836333333334,3.7408845,-0.22581549999999995,0.1638636666666659,0.22581549999999995,3.5 - 4.0
S0673,D002,39,Male,4,7,3.7692,3.9667,0,4.0,3.941805777777777,3.7744043,-0.22559569999999995,0.0581942222222231,0.22559569999999995,3.5 - 4.0
S0675,D002,41,Female,1,2,3.8824,4.0,0,3.8,3.947828888095236,3.8404603,0.04046030000000034,-0.1478288880952356,0.04046030000000034,3.5 - 4.0
S0675,D002,41,Female,2,3,4.0,3.8,0,3.5176,3.913447111111116,3.8698804,0.35228040000000016,-0.3958471111111157,0.35228040000000016,3.5 - 4.0
S0683,D002,41,Female,1,2,3.4176,3.4812,0,3.4375,3.5591364999999944,3.4219072,-0.015592799999999851,-0.1216364999999943,0.015592799999999851,3.0 - 3.49
S0683,D002,41,Female,2,3,3.4812,3.4375,0,2.9235,3.469573666666667,3.475685,0.5521849999999997,-0.5460736666666666,0.5521849999999997,2.5 - 2.99
S0684,D002,41,Female,1,2,3.0176,2.9375,0,3.1625,2.972241333333339,2.9878416,-0.1746584000000002,0.190258666666661,0.1746584000000002,3.0 - 3.49
S0684,D002,41,Female,2,3,2.9375,3.1625,0,3.7471,3.1874996666666737,3.1278815,-0.6192185000000001,0.5596003333333264,0.6192185000000001,3.5 - 4.0
S0691,D003,40,Male,1,2,3.4941,3.4222,0,3.2467,3.5462733333333283,3.4431674,0.19646739999999996,-0.2995733333333281,0.19646739999999996,3.0 - 3.49
S0691,D003,40,Male,2,3,3.4222,3.2467,0,3.2588,3.332378999999997,3.3709636,0.11216360000000014,-0.0735789999999969,0.11216360000000014,3.0 - 3.49
S0691,D003,40,Male,2,4,3.2467,3.2588,0,3.692,3.3402563333333397,3.2769508,-0.41504920000000034,0.3517436666666609,0.41504920000000034,3.5 - 4.0
S0709,D001,41,Male,1,2,3.1294,3.9,0,3.5375,3.511416000000008,3.4702623,-0.06723770000000018,0.0260839999999924,0.06723770000000018,3.5 - 4.0
S0709,D001,41,Male,2,3,3.9,3.5375,0,3.9176,3.5430066666666598,3.7258017,-0.1917983000000003,0.3745933333333409,0.1917983000000003,3.5 - 4.0
S0712,D002,40,Male,1,2,3.9471,4.0,0,3.9125,3.9536374667883054,3.869351,-0.043149000000000104,-0.0411374667883053,0.043149000000000104,3.5 - 4.0
S0712,D002,40,Male,2,3,4.0,3.9125,0,3.7706,3.983290105555556,3.91189,0.14129000000000014,-0.2126901055555561,0.14129000000000014,3.5 - 4.0
S0712,D002,40,Male,2,4,3.9125,3.7706,0,4.0,3.760000222222224,3.7799456,-0.22005439999999998,0.239999777777776,0.22005439999999998,3.5 - 4.0
S0723,D002,41,Female,1,2,3.7765,3.5938,0,3.75,3.67155733333334,3.6510394,-0.09896059999999984,0.0784426666666604,0.09896059999999984,3.5 - 4.0
S0723,D002,41,Female,2,3,3.5938,3.75,0,3.6059,3.615501333333336,3.6690347,0.06313469999999999,-0.0096013333333355,0.06313469999999999,3.5 - 4.0
S0726,D005,40,Male,1,2,2.4647,3.1062,2,3.1105,2.851449333333336,2.8053071,-0.3051929000000002,0.2590506666666639,0.3051929000000002,3.0 - 3.49
S0726,D005,40,Male,2,3,3.1062,3.1105,3,2.5938,3.096431333333334,3.0404944,0.44669440000000016,-0.5026313333333348,0.44669440000000016,2.5 - 2.99
S0726,D005,40,Male,2,4,3.1105,2.5938,4,3.1429,2.741431666666668,2.893795,-0.24910500000000013,0.401468333333332,0.24910500000000013,3.0 - 3.49
S0726,D005,40,Male,3,5,2.5938,3.1429,5,4.0,3.0004013333333344,2.9441094,-1.0558906000000001,0.9995986666666656,1.0558906000000001,3.5 - 4.0
S0736,D002,40,Female,1,2,3.1471,3.5,0,3.375,3.472566666666659,3.283419,-0.09158100000000013,-0.0975666666666588,0.09158100000000013,3.0 - 3.49
S0736,D002,40,Female,2,3,3.5,3.375,0,3.8294,3.504552333333326,3.4609766,-0.3684234000000002,0.324847666666674,0.3684234000000002,3.5 - 4.0
S0736,D002,40,Female,2,4,3.375,3.8294,0,3.725,3.596710333333338,3.5601609,-0.16483910000000002,0.1282896666666619,0.16483910000000002,3.5 - 4.0
S0753,D003,40,Female,1,2,3.0353,3.1833,0,3.4133,3.014631333333332,3.0978806,-0.3154194000000001,0.3986686666666683,0.3154194000000001,3.0 - 3.49
S0753,D003,40,Female,2,3,3.1833,3.4133,0,2.9412,3.3582943333333333,3.3273,0.38610000000000033,-0.4170943333333334,0.38610000000000033,2.5 - 2.99
S0753,D003,40,Female,2,4,3.4133,2.9412,0,3.3,3.323134666666664,3.2629356,-0.037064399999999775,-0.0231346666666638,0.037064399999999775,3.0 - 3.49
S0753,D003,40,Female,3,5,2.9412,3.3,0,3.6,3.1607613333333324,3.1869204,-0.4130796000000001,0.4392386666666676,0.4130796000000001,3.5 - 4.0
S0754,D002,40,Male,1,2,4.0,3.7375,0,3.9125,3.742013206349207,3.8064978,-0.10600220000000027,0.1704867936507934,0.10600220000000027,3.5 - 4.0
S0754,D002,40,Male,2,3,3.7375,3.9125,0,3.6353,3.513145777777768,3.8037465,0.16844649999999994,0.1221542222222322,0.16844649999999994,3.5 - 4.0
S0754,D002,40,Male,2,4,3.9125,3.6353,0,3.725,3.5788239999999942,3.7215655,-0.003434500000000007,0.1461760000000058,0.003434500000000007,3.5 - 4.0
S0756,D002,39,Female,1,2,3.7,3.4438,0,3.675,3.472926000000007,3.5667503,-0.1082497,0.2020739999999929,0.1082497,3.5 - 4.0
S0756,D002,39,Female,2,3,3.4438,3.675,0,3.5235,3.517565666666661,3.5633407,0.03984070000000006,0.005934333333339,0.03984070000000006,3.5 - 4.0
S0756,D002,39,Female,2,4,3.675,3.5235,0,3.6417,3.620050333333338,3.5661263,-0.07557370000000008,0.0216496666666619,0.07557370000000008,3.5 - 4.0
S0756,D002,39,Female,3,5,3.5235,3.6417,0,3.4,3.5032059999999965,3.5994577,0.19945769999999996,-0.1032059999999965,0.19945769999999996,3.0 - 3.49
S0756,D002,39,Female,3,6,3.6417,3.4,0,3.0889,3.556230583333335,3.5182068,0.4293068,-0.467330583333335,0.4293068,3.0 - 3.49
S0757,D002,40,Male,1,2,3.7294,3.7688,0,3.8,3.7922079999999943,3.6823306,-0.11766940000000004,0.0077920000000051,0.11766940000000004,3.5 - 4.0
S0757,D002,40,Male,2,3,3.7688,3.8,0,3.7412,3.8597296666666687,3.7749567,0.033756700000000084,-0.1185296666666686,0.033756700000000084,3.5 - 4.0
S0757,D002,40,Male,2,4,3.8,3.7412,0,3.9417,3.790252999999999,3.7165432,-0.22515680000000016,0.1514470000000014,0.22515680000000016,3.5 - 4.0
S0757,D002,40,Male,3,5,3.7412,3.9417,0,3.6769,3.765745666666666,3.8103468,0.1334468000000002,-0.0888456666666668,0.1334468000000002,3.5 - 4.0
