Student_ID,Degree_ID,Intake,Gender,Current_Year,Current_Semester,Previous_SGPA,Current_SGPA,Repeated_Courses,Next_SGPA
S0636,D005,40,Male,2,3,3.6062,3.5368,0,3.675
S0636,D005,40,Male,2,4,3.5368,3.675,0,3.6071
S0637,D003,41,Male,1,2,3.9176,3.9,0,3.8267
S0639,D001,41,Female,1,2,3.0118,3.45,0,2.825
S0640,D005,41,Male,1,2,2.2706,2.225,0,2.5421
S0640,D005,41,Male,2,3,2.225,2.5421,0,2.525
S0642,D002,41,Male,1,2,3.1,3.1688,0,3.225
S0642,D002,41,Male,2,3,3.1688,3.225,0,3.4294
S0644,D003,40,Male,1,2,3.9294,3.65,0,3.96
S0644,D003,40,Male,2,3,3.65,3.96,0,3.8765
S0644,D003,40,Male,2,4,3.96,3.8765,0,3.908
S0645,D005,40,Male,1,2,3.4059,3.425,0,3.4211
S0645,D005,40,Male,2,3,3.425,3.4211,0,3.3125
S0645,D005,40,Male,2,4,3.4211,3.3125,1,2.6571
S0645,D005,40,Male,3,5,3.3125,2.6571,2,2.7
S0646,D002,40,Male,1,2,3.3824,3.4812,0,3.75
S0646,D002,40,Male,2,3,3.4812,3.75,0,3.5059
S0646,D002,40,Male,2,4,3.75,3.5059,0,3.6083
S0646,D002,40,Male,3,5,3.5059,3.6083,0,3.6192
S0648,D002,40,Female,1,2,3.1412,3.2562,0,3.2375
S0648,D002,40,Female,2,3,3.2562,3.2375,0,3.5353
S0648,D002,40,Female,2,4,3.2375,3.5353,0,3.3083
S0648,D002,40,Female,3,5,3.5353,3.3083,0,3.4654
S0649,D002,40,Male,1,2,3.9176,4.0,0,3.8375
S0649,D002,40,Male,2,3,4.0,3.8375,0,3.8824
S0649,D002,40,Male,2,4,3.8375,3.8824,0,3.7333
S0649,D002,40,Male,3,5,3.8824,3.7333,0,3.9654
S0650,D004,39,Female,1,2,3.3231,3.7235,0,3.74
S0650,D004,39,Female,2,3,3.7235,3.74,0,3.1545
S0650,D004,39,Female,2,4,3.74,3.1545,0,3.5053
S0650,D004,39,Female,3,5,3.1545,3.5053,0,3.5143
S0650,D004,39,Female,3,6,3.5053,3.5143,0,3.7231
S0652,D005,41,Male,1,2,3.7882,3.9438,0,4.0
S0652,D005,41,Male,2,3,3.9438,4.0,0,3.875
S0653,D001,39,Male,1,2,3.5059,3.9,0,3.7875
S0653,D001,39,Male,2,3,3.9,3.7875,0,3.4412
S0653,D001,39,Male,2,4,3.7875,3.4412,0,3.6917
S0653,D001,39,Male,3,5,3.4412,3.6917,0,3.648
S0653,D001,39,Male,3,6,3.6917,3.648,0,3.875
S0654,D002,40,Male,1,2,4.0,3.9125,0,3.8
S0654,D002,40,Male,2,3,3.9125,3.8,0,3.7706
S0654,D002,40,Male,2,4,3.8,3.7706,0,3.8667
S0655,D004,41,Female,1,2,2.0846,2.4882,0,2.64
S0655,D004,41,Female,2,3,2.4882,2.64,0,2.2545
S0656,D005,40,Female,1,2,3.9471,3.725,0,3.4947
S0656,D005,40,Female,2,3,3.725,3.4947,0,3.575
S0656,D005,40,Female,2,4,3.4947,3.575,0,3.8571
S0656,D005,40,Female,3,5,3.575,3.8571,0,3.3
S0657,D004,41,Male,1,2,4.0,4.0,0,4.0
S0657,D004,41,Male,2,3,4.0,4.0,0,3.8727
S0658,D004,40,Female,1,2,3.5538,4.0,0,3.7
S0658,D004,40,Female,2,3,4.0,3.7,0,3.6818
S0658,D004,40,Female,2,4,3.7,3.6818,0,3.7579
S0658,D004,40,Female,3,5,3.6818,3.7579,0,3.7286
S0659,D002,41,Female,1,2,2.6588,2.9812,0,3.3
S0661,D001,41,Male,1,2,3.7118,3.9625,0,3.9625
S0661,D001,41,Male,2,3,3.9625,3.9625,0,3.8235
S0664,D002,39,Male,1,2,2.7706,2.9812,2,2.9375
S0664,D002,39,Male,2,3,2.9812,2.9375,3,2.7412
S0664,D002,39,Male,2,4,2.9375,2.7412,4,3.0833
S0664,D002,39,Male,3,5,2.7412,3.0833,5,2.8269
S0664,D002,39,Male,3,6,3.0833,2.8269,7,1.9667
S0664,D002,39,Male,4,7,2.8269,1.9667,11,2.6
S0665,D002,41,Male,1,2,3.3059,3.375,0,3.2125
S0665,D002,41,Male,2,3,3.375,3.2125,1,2.7471
S0666,D001,40,Male,1,2,4.0,4.0,0,4.0
S0666,D001,40,Male,2,3,4.0,4.0,0,4.0
S0666,D001,40,Male,2,4,4.0,4.0,0,3.9167
S0668,D001,41,Male,1,2,3.6529,3.05,0,2.925
S0669,D003,41,Female,1,2,3.9176,4.0,0,4.0
S0670,D002,40,Male,1,2,3.6059,3.5062,0,3.9125
S0670,D002,40,Male,2,3,3.5062,3.9125,0,3.9294
S0670,D002,40,Male,2,4,3.9125,3.9294,0,3.9167
S0670,D002,40,Male,3,5,3.9294,3.9167,0,3.8077
S0671,D001,41,Male,1,2,2.9412,2.9875,1,2.8375
S0672,D005,40,Female,1,2,3.8118,3.8125,0,3.5789
S0672,D005,40,Female,2,3,3.8125,3.5789,0,3.5188
S0672,D005,40,Female,2,4,3.5789,3.5188,0,3.6857
S0672,D005,40,Female,3,5,3.5188,3.6857,0,4.0
S0673,D002,39,Male,1,2,3.8824,4.0,0,3.75
S0673,D002,39,Male,2,3,4.0,3.75,0,3.8353
S0673,D002,39,Male,2,4,3.75,3.8353,0,3.8917
S0673,D002,39,Male,3,5,3.8353,3.8917,0,3.7692
S0673,D002,39,Male,3,6,3.8917,3.7692,0,3.9667
S0673,D002,39,Male,4,7,3.7692,3.9667,0,4.0
S0674,D002,41,Male,1,2,3.2412,3.4438,0,3.5125
S0675,D002,41,Female,1,2,3.8824,4.0,0,3.8
S0675,D002,41,Female,2,3,4.0,3.8,0,3.5176
S0678,D001,40,Male,1,2,3.6882,3.725,0,3.475
S0678,D001,40,Male,2,3,3.725,3.475,0,3.4294
S0678,D001,40,Male,2,4,3.475,3.4294,0,3.725
S0682,D002,40,Female,1,2,4.0,4.0,0,3.9625
S0682,D002,40,Female,2,3,4.0,3.9625,0,3.9471
S0682,D002,40,Female,2,4,3.9625,3.9471,0,3.975
S0683,D002,41,Female,1,2,3.4176,3.4812,0,3.4375
S0683,D002,41,Female,2,3,3.4812,3.4375,0,2.9235
S0684,D002,41,Female,1,2,3.0176,2.9375,0,3.1625
S0684,D002,41,Female,2,3,2.9375,3.1625,0,3.7471
S0685,D002,40,Male,1,2,2.7176,2.5375,2,3.0375
S0685,D002,40,Male,2,3,2.5375,3.0375,3,2.9824
S0685,D002,40,Male,2,4,3.0375,2.9824,4,2.7167
S0685,D002,40,Male,3,5,2.9824,2.7167,5,2.9654
S0687,D003,40,Female,1,2,3.9118,4.0,0,3.94
S0687,D003,40,Female,2,3,4.0,3.94,0,4.0
S0687,D003,40,Female,2,4,3.94,4.0,0,3.976
S0688,D001,39,Male,1,2,3.4235,3.7438,0,3.5125
S0688,D001,39,Male,2,3,3.7438,3.5125,0,3.6588
S0688,D001,39,Male,2,4,3.5125,3.6588,0,3.525
S0688,D001,39,Male,3,5,3.6588,3.525,0,3.816
S0688,D001,39,Male,3,6,3.525,3.816,0,3.5
S0688,D001,39,Male,4,7,3.816,3.5,0,2.9
S0690,D002,40,Male,1,2,3.2412,3.3688,0,3.3
S0690,D002,40,Male,2,3,3.3688,3.3,0,3.3118
S0690,D002,40,Male,2,4,3.3,3.3118,0,3.2583
S0691,D003,40,Male,1,2,3.4941,3.4222,0,3.2467
S0691,D003,40,Male,2,3,3.4222,3.2467,0,3.2588
S0691,D003,40,Male,2,4,3.2467,3.2588,0,3.692
S0693,D003,39,Male,1,2,2.7588,2.4944,0,2.7333
S0693,D003,39,Male,2,3,2.4944,2.7333,0,2.9176
S0693,D003,39,Male,2,4,2.7333,2.9176,0,2.852
S0693,D003,39,Male,3,5,2.9176,2.852,0,3.1391
S0693,D003,39,Male,3,6,2.852,3.1391,0,2.6429
S0693,D003,39,Male,4,7,3.1391,2.6429,0,2.18
S0694,D003,41,Male,1,2,3.5118,3.35,0,3.22
S0695,D002,41,Female,1,2,3.5412,3.6125,0,3.6625
S0695,D002,41,Female,2,3,3.6125,3.6625,0,3.7647
S0696,D001,41,Male,1,2,3.7882,3.5438,0,3.625
S0699,D002,40,Male,1,2,3.6529,3.5688,0,3.4
S0699,D002,40,Male,2,3,3.5688,3.4,0,3.4647
S0699,D002,40,Male,2,4,3.4,3.4647,0,3.6333
S0700,D002,41,Male,1,2,3.9176,3.9625,0,4.0
S0700,D002,41,Male,2,3,3.9625,4.0,0,3.9647
S0701,D002,40,Male,1,2,2.6529,3.0312,0,2.9875
S0701,D002,40,Male,2,3,3.0312,2.9875,0,3.0294
S0701,D002,40,Male,2,4,2.9875,3.0294,0,3.05
S0701,D002,40,Male,3,5,3.0294,3.05,0,3.1962
S0703,D003,39,Female,1,2,3.6588,3.8111,0,3.96
S0703,D003,39,Female,2,3,3.8111,3.96,0,3.7941
S0703,D003,39,Female,2,4,3.96,3.7941,0,3.84
S0703,D003,39,Female,3,5,3.7941,3.84,0,3.7739
S0703,D003,39,Female,3,6,3.84,3.7739,0,3.7476
S0703,D003,39,Female,4,7,3.7739,3.7476,0,4.0
S0704,D002,40,Male,1,2,3.9176,3.725,0,3.6125
S0704,D002,40,Male,2,3,3.725,3.6125,0,3.8471
S0704,D002,40,Male,2,4,3.6125,3.8471,0,3.65
S0704,D002,40,Male,3,5,3.8471,3.65,0,3.6615
S0707,D002,40,Female,1,2,3.8294,3.7562,0,3.9125
S0707,D002,40,Female,2,3,3.7562,3.9125,0,3.8647
S0707,D002,40,Female,2,4,3.9125,3.8647,0,3.975
S0707,D002,40,Female,3,5,3.8647,3.975,0,3.8462
S0708,D002,39,Male,1,2,2.4059,2.7125,2,2.7875
S0708,D002,39,Male,2,3,2.7125,2.7875,3,2.5471
S0708,D002,39,Male,2,4,2.7875,2.5471,4,2.65
S0708,D002,39,Male,3,5,2.5471,2.65,5,2.5115
S0708,D002,39,Male,3,6,2.65,2.5115,7,2.8667
S0709,D001,41,Male,1,2,3.1294,3.9,0,3.5375
S0709,D001,41,Male,2,3,3.9,3.5375,0,3.9176
S0710,D002,40,Female,1,2,3.4294,3.425,0,3.125
S0710,D002,40,Female,2,3,3.425,3.125,0,2.7588
S0710,D002,40,Female,2,4,3.125,2.7588,0,3.6417
S0711,D001,39,Female,1,2,3.7765,3.9625,0,3.8375
S0711,D001,39,Female,2,3,3.9625,3.8375,0,3.9647
S0711,D001,39,Female,2,4,3.8375,3.9647,0,3.975
S0711,D001,39,Female,3,5,3.9647,3.975,0,3.944
S0711,D001,39,Female,3,6,3.975,3.944,0,3.875
S0712,D002,40,Male,1,2,3.9471,4.0,0,3.9125
S0712,D002,40,Male,2,3,4.0,3.9125,0,3.7706
S0712,D002,40,Male,2,4,3.9125,3.7706,0,4.0
S0713,D001,41,Male,1,2,3.1353,3.025,0,2.75
S0713,D001,41,Male,2,3,3.025,2.75,0,3.2235
S0714,D002,39,Male,1,2,3.6941,3.2062,0,3.625
S0714,D002,39,Male,2,3,3.2062,3.625,0,3.0941
S0714,D002,39,Male,2,4,3.625,3.0941,0,3.175
S0714,D002,39,Male,3,5,3.0941,3.175,0,3.3846
S0714,D002,39,Male,3,6,3.175,3.3846,0,3.3667
S0714,D002,39,Male,4,7,3.3846,3.3667,0,3.58
S0715,D005,40,Male,1,2,2.6529,2.6562,0,2.5737
S0715,D005,40,Male,2,3,2.6562,2.5737,0,1.9812
S0715,D005,40,Male,2,4,2.5737,1.9812,1,2.6286
S0716,D001,41,Female,1,2,1.9647,1.5687,6,1.9875
S0716,D001,41,Female,2,3,1.5687,1.9875,10,2.2235
S0717,D003,41,Male,1,2,3.9824,3.8111,0,4.0
S0717,D003,41,Male,2,3,3.8111,4.0,0,3.8765
S0720,D003,40,Male,1,2,2.7824,3.2167,0,2.8733
S0720,D003,40,Male,2,3,3.2167,2.8733,0,3.3118
S0720,D003,40,Male,2,4,2.8733,3.3118,0,2.828
S0720,D003,40,Male,3,5,3.3118,2.828,1,3.4391
S0721,D003,41,Female,1,2,3.7353,3.3111,0,3.7867
S0722,D005,40,Male,1,2,3.8647,3.9438,0,4.0
S0722,D005,40,Male,2,3,3.9438,4.0,0,4.0
S0722,D005,40,Male,2,4,4.0,4.0,0,3.9
S0723,D002,41,Female,1,2,3.7765,3.5938,0,3.75
S0723,D002,41,Female,2,3,3.5938,3.75,0,3.6059
S0725,D001,39,Male,1,2,3.2529,2.8625,1,2.4
S0725,D001,39,Male,2,3,2.8625,2.4,3,2.8941
S0725,D001,39,Male,2,4,2.4,2.8941,5,2.5917
S0725,D001,39,Male,3,5,2.8941,2.5917,7,3.024
S0725,D001,39,Male,3,6,2.5917,3.024,9,3.0
S0725,D001,39,Male,4,7,3.024,3.0,11,2.48
S0726,D005,40,Male,1,2,2.4647,3.1062,2,3.1105
S0726,D005,40,Male,2,3,3.1062,3.1105,3,2.5938
S0726,D005,40,Male,2,4,3.1105,2.5938,4,3.1429
S0726,D005,40,Male,3,5,2.5938,3.1429,5,4.0
S0727,D003,39,Female,1,2,3.8824,3.95,0,3.7333
S0727,D003,39,Female,2,3,3.95,3.7333,0,3.8941
S0727,D003,39,Female,2,4,3.7333,3.8941,0,3.84
S0727,D003,39,Female,3,5,3.8941,3.84,0,3.6783
S0727,D003,39,Female,3,6,3.84,3.6783,0,3.6952
S0727,D003,39,Female,4,7,3.6783,3.6952,0,4.0
S0729,D005,41,Male,1,2,3.3529,3.225,0,3.5
S0729,D005,41,Male,2,3,3.225,3.5,0,2.7438
S0730,D001,39,Male,1,2,3.1471,2.9438,0,3.225
S0730,D001,39,Male,2,3,2.9438,3.225,0,2.3706
S0730,D001,39,Male,2,4,3.225,2.3706,1,2.6667
S0730,D001,39,Male,3,5,2.3706,2.6667,2,2.972
S0730,D001,39,Male,3,6,2.6667,2.972,4,3.2375
S0730,D001,39,Male,4,7,2.972,3.2375,6,3.88
S0732,D005,40,Male,1,2,2.6235,2.9938,0,2.7211
S0732,D005,40,Male,2,3,2.9938,2.7211,0,1.8812
S0732,D005,40,Male,2,4,2.7211,1.8812,2,2.5857
S0733,D003,41,Female,1,2,3.1294,3.7056,0,3.58
S0733,D003,41,Female,2,3,3.7056,3.58,0,3.4529
S0734,D002,39,Female,1,2,4.0,3.9625,0,3.875
S0734,D002,39,Female,2,3,3.9625,3.875,0,3.9471
S0734,D002,39,Female,2,4,3.875,3.9471,0,3.975
S0734,D002,39,Female,3,5,3.9471,3.975,0,3.8692
S0734,D002,39,Female,3,6,3.975,3.8692,0,3.7778
S0736,D002,40,Female,1,2,3.1471,3.5,0,3.375
S0736,D002,40,Female,2,3,3.5,3.375,0,3.8294
S0736,D002,40,Female,2,4,3.375,3.8294,0,3.725
S0738,D002,41,Female,1,2,3.3588,3.3688,0,3.175
S0738,D002,41,Female,2,3,3.3688,3.175,0,3.5176
S0740,D004,40,Male,1,2,3.1923,3.2471,0,3.34
S0740,D004,40,Male,2,3,3.2471,3.34,0,3.3909
S0740,D004,40,Male,2,4,3.34,3.3909,0,2.6895
S0742,D005,41,Female,1,2,3.7235,3.6125,0,3.4526
S0744,D005,41,Female,1,2,3.5882,3.3312,0,3.8895
S0746,D005,41,Female,1,2,3.8588,3.7562,0,3.8895
S0746,D005,41,Female,2,3,3.7562,3.8895,0,3.6438
S0747,D001,41,Female,1,2,3.2941,3.0625,0,3.45
S0747,D001,41,Female,2,3,3.0625,3.45,0,2.9235
S0752,D001,40,Female,1,2,2.5647,2.3,0,2.2625
S0752,D001,40,Female,2,3,2.3,2.2625,0,2.2706
S0752,D001,40,Female,2,4,2.2625,2.2706,1,2.5083
S0753,D003,40,Female,1,2,3.0353,3.1833,0,3.4133
S0753,D003,40,Female,2,3,3.1833,3.4133,0,2.9412
S0753,D003,40,Female,2,4,3.4133,2.9412,0,3.3
S0753,D003,40,Female,3,5,2.9412,3.3,0,3.6
S0754,D002,40,Male,1,2,4.0,3.7375,0,3.9125
S0754,D002,40,Male,2,3,3.7375,3.9125,0,3.6353
S0754,D002,40,Male,2,4,3.9125,3.6353,0,3.725
S0755,D002,41,Male,1,2,4.0,4.0,0,4.0
S0755,D002,41,Male,2,3,4.0,4.0,0,3.8412
S0756,D002,39,Female,1,2,3.7,3.4438,0,3.675
S0756,D002,39,Female,2,3,3.4438,3.675,0,3.5235
S0756,D002,39,Female,2,4,3.675,3.5235,0,3.6417
S0756,D002,39,Female,3,5,3.5235,3.6417,0,3.4
S0756,D002,39,Female,3,6,3.6417,3.4,0,3.0889
S0757,D002,40,Male,1,2,3.7294,3.7688,0,3.8
S0757,D002,40,Male,2,3,3.7688,3.8,0,3.7412
S0757,D002,40,Male,2,4,3.8,3.7412,0,3.9417
S0757,D002,40,Male,3,5,3.7412,3.9417,0,3.6769
S0758,D001,41,Male,1,2,3.3235,3.45,0,3.55
S0759,D003,40,Female,1,2,3.0059,3.1389,0,3.3333
S0759,D003,40,Female,2,3,3.1389,3.3333,0,3.1118
S0759,D003,40,Female,2,4,3.3333,3.1118,0,2.692
S0759,D003,40,Female,3,5,3.1118,2.692,0,3.1696
S0761,D001,40,Male,1,2,3.0706,3.0812,0,3.5
S0761,D001,40,Male,2,3,3.0812,3.5,0,3.2118
S0761,D001,40,Male,2,4,3.5,3.2118,0,3.3583
S0762,D002,41,Male,1,2,3.4765,3.0812,0,3.2875
S0763,D002,40,Male,1,2,2.1353,2.1188,5,2.525
S0763,D002,40,Male,2,3,2.1188,2.525,8,2.0882
S0763,D002,40,Male,2,4,2.525,2.0882,12,2.8083
S0764,D001,41,Male,1,2,3.4529,3.6312,0,3.7875
S0764,D001,41,Male,2,3,3.6312,3.7875,0,3.4765
S0765,D001,40,Male,1,2,3.6353,3.6062,0,3.825
S0765,D001,40,Male,2,3,3.6062,3.825,0,3.5824
S0765,D001,40,Male,2,4,3.825,3.5824,0,3.975
S0767,D001,39,Female,1,2,3.7412,3.5938,0,3.7875
S0767,D001,39,Female,2,3,3.5938,3.7875,0,3.7882
S0767,D001,39,Female,2,4,3.7875,3.7882,0,3.7833
S0767,D001,39,Female,3,5,3.7882,3.7833,0,3.748
S0767,D001,39,Female,3,6,3.7833,3.748,0,3.8875
S0768,D002,39,Male,1,2,3.0824,3.1062,0,2.9125
S0768,D002,39,Male,2,3,3.1062,2.9125,0,3.3294
S0768,D002,39,Male,2,4,2.9125,3.3294,0,3.1417
S0768,D002,39,Male,3,5,3.3294,3.1417,0,3.0385
S0768,D002,39,Male,3,6,3.1417,3.0385,0,3.0667
S0769,D004,41,Male,1,2,3.9538,4.0,0,3.84
S0770,D005,41,Female,1,2,3.4294,3.5562,0,3.4842
S0771,D002,41,Female,1,2,3.7588,3.5938,0,4.0
S0772,D001,41,Male,1,2,3.4059,3.7062,2,3.7625
S0773,D005,41,Female,1,2,3.4235,3.4812,0,3.6895
S0774,D004,40,Female,1,2,3.9077,3.5941,0,3.8
S0774,D004,40,Female,2,3,3.5941,3.8,0,3.9182
S0774,D004,40,Female,2,4,3.8,3.9182,0,3.5842
S0775,D002,40,Male,1,2,3.8059,3.7438,0,3.8
S0775,D002,40,Male,2,3,3.7438,3.8,0,3.7353
S0775,D002,40,Male,2,4,3.8,3.7353,0,3.9
S0775,D002,40,Male,3,5,3.7353,3.9,0,3.6923
S0776,D005,40,Female,1,2,3.7176,3.3875,0,3.6842
S0776,D005,40,Female,2,3,3.3875,3.6842,0,3.6062
S0776,D005,40,Female,2,4,3.6842,3.6062,0,3.7071
S0776,D005,40,Female,3,5,3.6062,3.7071,0,4.0
S0777,D002,39,Female,1,2,3.4471,3.9438,0,3.925
S0777,D002,39,Female,2,3,3.9438,3.925,0,3.8824
S0777,D002,39,Female,2,4,3.925,3.8824,0,3.725
S0777,D002,39,Female,3,5,3.8824,3.725,0,3.6692
S0777,D002,39,Female,3,6,3.725,3.6692,0,3.9
S0777,D002,39,Female,4,7,3.6692,3.9,0,4.0
S0778,D003,40,Male,1,2,3.6882,3.7667,0,3.96
S0778,D003,40,Male,2,3,3.7667,3.96,0,3.8471
S0778,D003,40,Male,2,4,3.96,3.8471,0,3.872
S0780,D002,39,Male,1,2,3.4882,3.3938,0,2.9625
S0780,D002,39,Male,2,3,3.3938,2.9625,0,3.5059
S0780,D002,39,Male,2,4,2.9625,3.5059,0,2.8333
S0780,D002,39,Male,3,5,3.5059,2.8333,0,3.3692
S0780,D002,39,Male,3,6,2.8333,3.3692,0,3.1222
S0781,D005,39,Female,1,2,3.2059,3.6312,0,3.4632
S0781,D005,39,Female,2,3,3.6312,3.4632,0,3.1312
S0781,D005,39,Female,2,4,3.4632,3.1312,0,3.0071
S0781,D005,39,Female,3,5,3.1312,3.0071,0,2.7
S0781,D005,39,Female,3,6,3.0071,2.7,0,3.675
S0781,D005,39,Female,4,7,2.7,3.675,0,3.2933
S0782,D001,41,Female,1,2,3.3529,3.7375,0,3.0875
S0786,D002,40,Female,1,2,2.4176,1.7625,1,1.875
S0786,D002,40,Female,2,3,1.7625,1.875,3,2.1
S0786,D002,40,Female,2,4,1.875,2.1,5,1.7
S0786,D002,40,Female,3,5,2.1,1.7,8,1.9115
S0787,D002,40,Female,1,2,2.3412,2.6188,0,2.625
S0787,D002,40,Female,2,3,2.6188,2.625,0,2.7882
S0787,D002,40,Female,2,4,2.625,2.7882,0,2.1833
S0787,D002,40,Female,3,5,2.7882,2.1833,0,2.5615
S0788,D001,41,Female,1,2,3.1529,3.5562,0,3.375
S0788,D001,41,Female,2,3,3.5562,3.375,0,3.2471
S0789,D002,41,Male,1,2,3.7235,3.5375,0,3.5375
S0790,D003,41,Female,1,2,3.3706,4.0,0,3.7733
S0791,D004,39,Male,1,2,3.3538,3.4059,0,3.14
S0791,D004,39,Male,2,3,3.4059,3.14,0,3.6273
S0791,D004,39,Male,2,4,3.14,3.6273,0,3.5053
S0791,D004,39,Male,3,5,3.6273,3.5053,0,3.3286
S0791,D004,39,Male,3,6,3.5053,3.3286,0,3.6692
S0791,D004,39,Male,4,7,3.3286,3.6692,0,4.0
S0792,D005,39,Male,1,2,3.8412,4.0,0,3.9211
S0792,D005,39,Male,2,3,4.0,3.9211,0,3.6
S0792,D005,39,Male,2,4,3.9211,3.6,0,3.7929
S0792,D005,39,Male,3,5,3.6,3.7929,0,4.0
S0792,D005,39,Male,3,6,3.7929,4.0,0,3.875
S0792,D005,39,Male,4,7,4.0,3.875,0,4.0
S0793,D001,39,Male,1,2,3.5412,3.0813,0,3.0125
S0793,D001,39,Male,2,3,3.0813,3.0125,0,3.4529
S0793,D001,39,Male,2,4,3.0125,3.4529,0,3.1667
S0793,D001,39,Male,3,5,3.4529,3.1667,0,3.448
S0793,D001,39,Male,3,6,3.1667,3.448,0,3.3
S0793,D001,39,Male,4,7,3.448,3.3,0,4.0
S0795,D002,40,Male,1,2,3.2471,3.3312,0,3.5125
S0795,D002,40,Male,2,3,3.3312,3.5125,0,2.9471
S0795,D002,40,Male,2,4,3.5125,2.9471,0,3.325
S0797,D002,39,Female,1,2,2.3588,2.8625,0,2.875
S0797,D002,39,Female,2,3,2.8625,2.875,0,2.1235
S0797,D002,39,Female,2,4,2.875,2.1235,0,2.9417
S0797,D002,39,Female,3,5,2.1235,2.9417,0,2.5731
S0797,D002,39,Female,3,6,2.9417,2.5731,0,3.1889
S0797,D002,39,Female,4,7,2.5731,3.1889,0,2.52
S0798,D003,39,Male,1,2,2.6,2.2389,0,2.2067
S0798,D003,39,Male,2,3,2.2389,2.2067,0,2.3235
S0798,D003,39,Male,2,4,2.2067,2.3235,0,2.82
S0798,D003,39,Male,3,5,2.3235,2.82,0,2.6391
S0798,D003,39,Male,3,6,2.82,2.6391,0,2.4619
S0798,D003,39,Male,4,7,2.6391,2.4619,1,2.7
S0799,D004,40,Male,1,2,3.5615,3.8,0,3.8467
S0799,D004,40,Male,2,3,3.8,3.8467,0,3.2909
S0799,D004,40,Male,2,4,3.8467,3.2909,0,3.2947
S0800,D001,41,Male,1,2,3.1176,3.0438,0,2.825
S0805,D004,41,Female,1,2,3.5692,3.2176,0,3.2333
S0805,D004,41,Female,2,3,3.2176,3.2333,0,3.5091
S0806,D002,40,Male,1,2,3.5882,3.6625,0,3.9625
S0806,D002,40,Male,2,3,3.6625,3.9625,0,3.7647
S0806,D002,40,Male,2,4,3.9625,3.7647,0,3.6083
S0807,D001,40,Male,1,2,3.2235,2.9062,0,3.0375
S0807,D001,40,Male,2,3,2.9062,3.0375,0,2.6176
S0807,D001,40,Male,2,4,3.0375,2.6176,0,3.1083
S0807,D001,40,Male,3,5,2.6176,3.1083,0,2.964
S0808,D003,41,Male,1,2,3.9471,3.9667,0,4.0
S0808,D003,41,Male,2,3,3.9667,4.0,0,3.7706
S0811,D002,41,Male,1,2,3.4118,3.3875,0,3.05
S0813,D003,41,Male,1,2,3.1412,3.3556,0,3.4533
S0813,D003,41,Male,2,3,3.3556,3.4533,0,3.3
S0814,D004,39,Male,1,2,3.9538,3.5647,0,3.5267
S0814,D004,39,Male,2,3,3.5647,3.5267,0,2.9636
S0814,D004,39,Male,2,4,3.5267,2.9636,0,3.7316
S0814,D004,39,Male,3,5,2.9636,3.7316,0,3.6857
S0814,D004,39,Male,3,6,3.7316,3.6857,0,3.7692
S0814,D004,39,Male,4,7,3.6857,3.7692,0,3.3
S0816,D002,40,Male,1,2,2.5294,2.9313,0,2.75
S0816,D002,40,Male,2,3,2.9313,2.75,0,2.7353
S0816,D002,40,Male,2,4,2.75,2.7353,0,2.7083
S0817,D004,40,Male,1,2,3.4462,2.9765,0,2.8933
S0817,D004,40,Male,2,3,2.9765,2.8933,0,2.5
S0817,D004,40,Male,2,4,2.8933,2.5,0,2.8842
S0819,D002,40,Male,1,2,3.4647,3.225,0,3.125
S0819,D002,40,Male,2,3,3.225,3.125,0,3.0647
S0819,D002,40,Male,2,4,3.125,3.0647,0,3.3583
S0819,D002,40,Male,3,5,3.0647,3.3583,0,3.3615
S0820,D002,40,Male,1,2,4.0,4.0,0,4.0
S0820,D002,40,Male,2,3,4.0,4.0,0,4.0
S0820,D002,40,Male,2,4,4.0,4.0,0,3.925
S0821,D001,41,Female,1,2,3.4824,3.5125,0,3.3625
S0821,D001,41,Female,2,3,3.5125,3.3625,0,3.6529
S0823,D003,40,Female,1,2,3.7529,3.6889,0,3.4067
S0823,D003,40,Female,2,3,3.6889,3.4067,0,3.7118
S0823,D003,40,Female,2,4,3.4067,3.7118,0,3.784
S0823,D003,40,Female,3,5,3.7118,3.784,0,3.6652
S0824,D003,41,Male,1,2,3.8471,4.0,0,4.0
S0825,D005,39,Male,1,2,3.3824,3.2375,0,3.5316
S0825,D005,39,Male,2,3,3.2375,3.5316,0,3.5812
S0825,D005,39,Male,2,4,3.5316,3.5812,0,3.1786
S0825,D005,39,Male,3,5,3.5812,3.1786,0,3.7
S0825,D005,39,Male,3,6,3.1786,3.7,0,3.4792
S0825,D005,39,Male,4,7,3.7,3.4792,0,3.88
S0826,D001,39,Male,1,2,3.9118,3.7062,0,3.625
S0826,D001,39,Male,2,3,3.7062,3.625,0,3.7412
S0826,D001,39,Male,2,4,3.625,3.7412,0,3.5333
S0826,D001,39,Male,3,5,3.7412,3.5333,0,3.672
S0826,D001,39,Male,3,6,3.5333,3.672,0,3.925
S0827,D003,40,Female,1,2,4.0,3.95,0,3.92
S0827,D003,40,Female,2,3,3.95,3.92,0,4.0
S0827,D003,40,Female,2,4,3.92,4.0,0,3.848
S0832,D001,40,Male,1,2,3.9235,3.6688,0,3.8375
S0832,D001,40,Male,2,3,3.6688,3.8375,0,3.8235
S0832,D001,40,Male,2,4,3.8375,3.8235,0,3.7083
S0832,D001,40,Male,3,5,3.8235,3.7083,0,3.624
S0833,D002,39,Female,1,2,3.1765,3.6812,0,3.7125
