Result_ID,Student_ID,Course_Code,Academic_Year,Semester,Attempt,Marks,Grade,Grade_Point,Result_Status
R013625,S0407,COE12241,1,2,1,77,A,4.0,Pass
R013626,S0407,COE12992,1,2,1,98,A+,4.0,Pass
R013627,S0407,DL2142,1,2,1,69,B+,3.3,Pass
R013628,S0407,CS21012,2,3,1,83,A,4.0,Pass
R013629,S0407,CS21022,2,3,1,89,A+,4.0,Pass
R013630,S0407,CS21032,2,3,1,91,A+,4.0,Pass
R013631,S0407,CS21042,2,3,1,93,A+,4.0,Pass
R013632,S0407,CS21052,2,3,1,75,A,4.0,Pass
R013633,S0407,SE21012,2,3,1,78,A,4.0,Pass
R013634,S0407,CM21032,2,3,1,51,C+,2.3,Pass
R013635,S0407,CM21102,2,3,1,76,A,4.0,Pass
R013636,S0407,MF2112,2,3,1,86,A+,4.0,Pass
R013637,S0407,DL3152,2,3,1,84,A,4.0,Pass
R013638,S0407,CS22012,2,4,1,77,A,4.0,Pass
R013639,S0407,CS22023,2,4,1,97,A+,4.0,Pass
R013640,S0407,CS22993,2,4,1,74,A-,3.7,Pass
R013641,S0407,SE22013,2,4,1,70,A-,3.7,Pass
R013642,S0407,SE22022,2,4,1,73,A-,3.7,Pass
R013643,S0407,COE22032,2,4,1,66,B+,3.3,Pass
R013644,S0407,CM22112,2,4,1,85,A+,4.0,Pass
R013645,S0407,DL4162,2,4,1,77,A,4.0,Pass
R013646,S0407,CS31082,3,5,1,85,A+,4.0,Pass
R013647,S0407,CS31092,3,5,1,74,A-,3.7,Pass
R013648,S0407,CS31102,3,5,1,78,A,4.0,Pass
R013649,S0407,CS31112,3,5,1,54,C+,2.3,Pass
R013650,S0407,CS31122,3,5,1,82,A,4.0,Pass
R013651,S0407,CS31132,3,5,1,79,A,4.0,Pass
R013652,S0407,CS31022,3,5,1,66,B+,3.3,Pass
R013653,S0407,CS31032,3,5,1,77,A,4.0,Pass
R013654,S0407,CS31042,3,5,1,75,A,4.0,Pass
R013655,S0407,CS31062,3,5,1,98,A+,4.0,Pass
R013656,S0407,CS31012,3,5,1,62,B,3.0,Pass
R013657,S0407,COE31052,3,5,1,82,A,4.0,Pass
R013658,S0407,CS31072,3,5,1,66,B+,3.3,Pass
R013659,S0407,CS32012,3,6,1,72,A-,3.7,Pass
R013660,S0407,CS32022,3,6,1,81,A,4.0,Pass
R013661,S0407,CS32032,3,6,1,76,A,4.0,Pass
R013662,S0407,CS32042,3,6,1,78,A,4.0,Pass
R013663,S0407,CS32082,3,6,1,82,A,4.0,Pass
R013664,S0407,CS32092,3,6,1,73,A-,3.7,Pass
R013665,S0407,CS32992,3,6,1,88,A+,4.0,Pass
R013666,S0407,CM32013,3,6,1,75,A,4.0,Pass
R013667,S0407,CM32051,3,6,1,77,A,4.0,Pass
R013668,S0407,CS32062,3,6,1,82,A,4.0,Pass
R013669,S0407,CS32102,3,6,1,81,A,4.0,Pass
R013670,S0407,CS32112,3,6,1,85,A+,4.0,Pass
R013671,S0407,IT32262,3,6,1,82,A,4.0,Pass
R013672,S0407,CS4012,4,7,1,83,A,4.0,Pass
R013673,S0407,CS4022,4,7,1,75,A,4.0,Pass
R013674,S0407,CS4032,4,7,1,66,B+,3.3,Pass
R013675,S0407,CS4042,4,7,1,62,B,3.0,Pass
R013676,S0407,SE4042,4,7,1,60,B,3.0,Pass
R013677,S0407,CS4062,4,7,1,98,A+,4.0,Pass
R013678,S0407,COE4022,4,7,1,54,C+,2.3,Pass
R013679,S0407,COE4042,4,7,1,91,A+,4.0,Pass
R013680,S0407,SE4012,4,7,1,69,B+,3.3,Pass
R013681,S0408,CS11012,1,1,1,38,D+,1.3,Pass
R013682,S0408,CS11021,1,1,1,67,B+,3.3,Pass
R013683,S0408,CS11032,1,1,1,48,C,2.0,Pass
R013684,S0408,COE11013,1,1,1,51,C+,2.3,Pass
R013685,S0408,CS11042,1,1,1,55,B-,2.7,Pass
R013686,S0408,SE11012,1,1,1,38,D+,1.3,Pass
R013687,S0408,CM11033,1,1,1,57,B-,2.7,Pass
R013688,S0408,CM11102,1,1,1,47,C,2.0,Pass
R013689,S0408,DL1132,1,1,1,51,C+,2.3,Pass
R013690,S0408,LS1052,1,1,1,42,C-,1.7,Pass
R013691,S0408,CS12012,1,2,1,35,D+,1.3,Pass
R013692,S0408,CS12023,1,2,1,47,C,2.0,Pass
R013693,S0408,CS12033,1,2,1,59,B-,2.7,Pass
R013694,S0408,CS12041,1,2,1,56,B-,2.7,Pass
R013695,S0408,SE12012,1,2,1,52,C+,2.3,Pass
R013696,S0408,CM12052,1,2,1,62,B,3.0,Pass
R013697,S0408,COE12241,1,2,1,50,C+,2.3,Pass
R013698,S0408,COE12992,1,2,1,53,C+,2.3,Pass
R013699,S0408,DL2142,1,2,1,43,C-,1.7,Pass
R013700,S0408,CS21012,2,3,1,63,B,3.0,Pass
R013701,S0408,CS21022,2,3,1,55,B-,2.7,Pass
R013702,S0408,CS21032,2,3,1,46,C,2.0,Pass
R013703,S0408,CS21042,2,3,1,36,D+,1.3,Pass
R013704,S0408,CS21052,2,3,1,64,B,3.0,Pass
R013705,S0408,SE21012,2,3,1,44,C-,1.7,Pass
R013706,S0408,CM21032,2,3,1,53,C+,2.3,Pass
R013707,S0408,CM21102,2,3,1,78,A,4.0,Pass
R013708,S0408,MF2112,2,3,1,57,B-,2.7,Pass
R013709,S0408,DL3152,2,3,1,66,B+,3.3,Pass
R013710,S0408,CS22012,2,4,1,46,C,2.0,Pass
R013711,S0408,CS22023,2,4,1,64,B,3.0,Pass
R013712,S0408,CS22993,2,4,1,52,C+,2.3,Pass
R013713,S0408,SE22013,2,4,1,56,B-,2.7,Pass
R013714,S0408,SE22022,2,4,1,74,A-,3.7,Pass
R013715,S0408,COE22032,2,4,1,49,C,2.0,Pass
R013716,S0408,CM22112,2,4,1,52,C+,2.3,Pass
R013717,S0408,DL4162,2,4,1,38,D+,1.3,Pass
R013718,S0408,CS31022,3,5,1,62,B,3.0,Pass
R013719,S0408,CS31032,3,5,1,46,C,2.0,Pass
R013720,S0408,CS31042,3,5,1,63,B,3.0,Pass
R013721,S0408,CS31062,3,5,1,34,F,0.0,Fail
R013722,S0408,CS31012,3,5,1,54,C+,2.3,Pass
R013723,S0408,CS31072,3,5,1,45,C,2.0,Pass
R013724,S0408,SE31012,3,5,1,60,B,3.0,Pass
R013725,S0408,SE31022,3,5,1,52,C+,2.3,Pass
R013726,S0408,CS31092,3,5,1,46,C,2.0,Pass
R013727,S0408,CS31102,3,5,1,48,C,2.0,Pass
R013728,S0408,CS31112,3,5,1,43,C-,1.7,Pass
R013729,S0408,CS31122,3,5,1,61,B,3.0,Pass
R013730,S0408,CS31132,3,5,1,41,C-,1.7,Pass
R013731,S0408,CS32042,3,6,1,49,C,2.0,Pass
R013732,S0408,CS32092,3,6,1,56,B-,2.7,Pass
R013733,S0408,SE32992,3,6,1,70,A-,3.7,Pass
R013734,S0408,SE32012,3,6,1,52,C+,2.3,Pass
R013735,S0408,SE32022,3,6,1,49,C,2.0,Pass
R013736,S0408,CM32051,3,6,1,55,B-,2.7,Pass
R013737,S0408,CS32012,3,6,1,29,F,0.0,Fail
R013738,S0408,CS32022,3,6,1,39,D+,1.3,Pass
R013739,S0408,CS32032,3,6,1,48,C,2.0,Pass
R013740,S0408,CS32082,3,6,1,44,C-,1.7,Pass
R013741,S0408,CS32102,3,6,1,34,F,0.0,Fail
R013742,S0408,CS32112,3,6,1,62,B,3.0,Pass
R013743,S0408,IT32262,3,6,1,55,B-,2.7,Pass
R013744,S0409,ITIC1113,1,1,1,67,B+,3.3,Pass
R013745,S0409,ITIC1123,1,1,1,77,A,4.0,Pass
R013746,S0409,ITIC1132,1,1,1,89,A+,4.0,Pass
R013747,S0409,ITIC1112,1,1,1,89,A+,4.0,Pass
R013748,S0409,ITIC1143,1,1,1,91,A+,4.0,Pass
R013749,S0409,ITIC1152,1,1,1,79,A,4.0,Pass
R013750,S0409,ITIC1172,1,1,1,76,A,4.0,Pass
R013751,S0409,DL1112,1,1,1,67,B+,3.3,Pass
R013752,S0410,CS11012,1,1,1,74,A-,3.7,Pass
R013753,S0410,CS11021,1,1,1,59,B-,2.7,Pass
R013754,S0410,CS11032,1,1,1,72,A-,3.7,Pass
R013755,S0410,COE11013,1,1,1,74,A-,3.7,Pass
R013756,S0410,CS11042,1,1,1,78,A,4.0,Pass
R013757,S0410,SE11012,1,1,1,59,B-,2.7,Pass
R013758,S0410,CM11033,1,1,1,76,A,4.0,Pass
R013759,S0410,CM11102,1,1,1,44,C-,1.7,Pass
R013760,S0410,DL1132,1,1,1,75,A,4.0,Pass
R013761,S0410,LS1052,1,1,1,60,B,3.0,Pass
R013762,S0410,CS12012,1,2,1,65,B+,3.3,Pass
R013763,S0410,CS12023,1,2,1,42,C-,1.7,Pass
R013764,S0410,CS12033,1,2,1,60,B,3.0,Pass
R013765,S0410,CS12041,1,2,1,80,A,4.0,Pass
R013766,S0410,SE12012,1,2,1,60,B,3.0,Pass
R013767,S0410,CM12052,1,2,1,72,A-,3.7,Pass
R013768,S0410,COE12241,1,2,1,65,B+,3.3,Pass
R013769,S0410,COE12992,1,2,1,76,A,4.0,Pass
R013770,S0410,DL2142,1,2,1,63,B,3.0,Pass
R013771,S0410,CS21012,2,3,1,54,C+,2.3,Pass
R013772,S0410,CS21022,2,3,1,65,B+,3.3,Pass
R013773,S0410,CS21032,2,3,1,82,A,4.0,Pass
R013774,S0410,CS21042,2,3,1,70,A-,3.7,Pass
R013775,S0410,CS21052,2,3,1,63,B,3.0,Pass
R013776,S0410,SE21012,2,3,1,89,A+,4.0,Pass
R013777,S0410,CM21032,2,3,1,77,A,4.0,Pass
R013778,S0410,CM21102,2,3,1,74,A-,3.7,Pass
R013779,S0410,MF2112,2,3,1,64,B,3.0,Pass
R013780,S0410,DL3152,2,3,1,69,B+,3.3,Pass
R013781,S0410,CS22012,2,4,1,73,A-,3.7,Pass
R013782,S0410,CS22023,2,4,1,41,C-,1.7,Pass
R013783,S0410,CS22993,2,4,1,69,B+,3.3,Pass
R013784,S0410,SE22013,2,4,1,63,B,3.0,Pass
R013785,S0410,SE22022,2,4,1,59,B-,2.7,Pass
R013786,S0410,COE22032,2,4,1,62,B,3.0,Pass
R013787,S0410,CM22112,2,4,1,48,C,2.0,Pass
R013788,S0410,DL4162,2,4,1,41,C-,1.7,Pass
R013789,S0411,CS11012,1,1,1,95,A+,4.0,Pass
R013790,S0411,CS11021,1,1,1,69,B+,3.3,Pass
R013791,S0411,CS11032,1,1,1,82,A,4.0,Pass
R013792,S0411,COE11013,1,1,1,79,A,4.0,Pass
R013793,S0411,CS11042,1,1,1,69,B+,3.3,Pass
R013794,S0411,SE11012,1,1,1,68,B+,3.3,Pass
R013795,S0411,CM11033,1,1,1,75,A,4.0,Pass
R013796,S0411,CM11102,1,1,1,77,A,4.0,Pass
R013797,S0411,DL1132,1,1,1,83,A,4.0,Pass
R013798,S0411,LS1052,1,1,1,91,A+,4.0,Pass
R013799,S0411,CS12012,1,2,1,90,A+,4.0,Pass
R013800,S0411,CS12023,1,2,1,92,A+,4.0,Pass
R013801,S0411,CS12033,1,2,1,81,A,4.0,Pass
R013802,S0411,CS12041,1,2,1,91,A+,4.0,Pass
R013803,S0411,CM12052,1,2,1,82,A,4.0,Pass
R013804,S0411,COE12241,1,2,1,79,A,4.0,Pass
R013805,S0411,COE12992,1,2,1,98,A+,4.0,Pass
R013806,S0411,DL2142,1,2,1,54,C+,2.3,Pass
R013807,S0411,CS21012,2,3,1,63,B,3.0,Pass
R013808,S0411,CS21022,2,3,1,88,A+,4.0,Pass
R013809,S0411,CS21032,2,3,1,81,A,4.0,Pass
R013810,S0411,SE21012,2,3,1,68,B+,3.3,Pass
R013811,S0411,CM21032,2,3,1,72,A-,3.7,Pass
R013812,S0411,CM21102,2,3,1,74,A-,3.7,Pass
R013813,S0411,MF2112,2,3,1,90,A+,4.0,Pass
R013814,S0411,DL3152,2,3,1,93,A+,4.0,Pass
R013815,S0411,CS22012,2,4,1,98,A+,4.0,Pass
R013816,S0411,CS22023,2,4,1,66,B+,3.3,Pass
R013817,S0411,CS22993,2,4,1,69,B+,3.3,Pass
R013818,S0411,COE22032,2,4,1,68,B+,3.3,Pass
R013819,S0411,CM22112,2,4,1,98,A+,4.0,Pass
R013820,S0411,DL4162,2,4,1,85,A+,4.0,Pass
R013821,S0411,COE12012,1,2,1,85,A+,4.0,Pass
R013822,S0411,COE12022,1,2,1,86,A+,4.0,Pass
R013823,S0411,COE21013,2,3,1,83,A,4.0,Pass
R013824,S0411,COE22012,2,4,1,72,A-,3.7,Pass
R013825,S0411,COE22023,2,4,1,90,A+,4.0,Pass
R013826,S0412,CS11012,1,1,1,83,A,4.0,Pass
R013827,S0412,CS11021,1,1,1,71,A-,3.7,Pass
R013828,S0412,CS11032,1,1,1,84,A,4.0,Pass
R013829,S0412,COE11013,1,1,1,84,A,4.0,Pass
R013830,S0412,CS11042,1,1,1,86,A+,4.0,Pass
R013831,S0412,SE11012,1,1,1,92,A+,4.0,Pass
R013832,S0412,CM11033,1,1,1,74,A-,3.7,Pass
R013833,S0412,CM11102,1,1,1,88,A+,4.0,Pass
R013834,S0412,DL1132,1,1,1,57,B-,2.7,Pass
R013835,S0412,LS1052,1,1,1,75,A,4.0,Pass
R013836,S0412,CS12012,1,2,1,77,A,4.0,Pass
R013837,S0412,CS12023,1,2,1,96,A+,4.0,Pass
R013838,S0412,CS12033,1,2,1,79,A,4.0,Pass
R013839,S0412,CS12041,1,2,1,87,A+,4.0,Pass
R013840,S0412,SE12012,1,2,1,61,B,3.0,Pass
R013841,S0412,CM12052,1,2,1,77,A,4.0,Pass
R013842,S0412,COE12241,1,2,1,71,A-,3.7,Pass
R013843,S0412,COE12992,1,2,1,98,A+,4.0,Pass
R013844,S0412,DL2142,1,2,1,69,B+,3.3,Pass
R013845,S0412,CS21012,2,3,1,81,A,4.0,Pass
R013846,S0412,CS21022,2,3,1,82,A,4.0,Pass
R013847,S0412,CS21032,2,3,1,63,B,3.0,Pass
R013848,S0412,CS21042,2,3,1,75,A,4.0,Pass
R013849,S0412,CS21052,2,3,1,85,A+,4.0,Pass
R013850,S0412,SE21012,2,3,1,81,A,4.0,Pass
R013851,S0412,CM21032,2,3,1,55,B-,2.7,Pass
R013852,S0412,CM21102,2,3,1,74,A-,3.7,Pass
R013853,S0412,MF2112,2,3,1,88,A+,4.0,Pass
R013854,S0412,DL3152,2,3,1,83,A,4.0,Pass
R013855,S0412,CS22012,2,4,1,94,A+,4.0,Pass
R013856,S0412,CS22023,2,4,1,70,A-,3.7,Pass
R013857,S0412,CS22993,2,4,1,95,A+,4.0,Pass
R013858,S0412,SE22013,2,4,1,80,A,4.0,Pass
R013859,S0412,SE22022,2,4,1,98,A+,4.0,Pass
R013860,S0412,COE22032,2,4,1,80,A,4.0,Pass
R013861,S0412,CM22112,2,4,1,58,B-,2.7,Pass
R013862,S0412,DL4162,2,4,1,86,A+,4.0,Pass
R013863,S0412,CS31082,3,5,1,76,A,4.0,Pass
R013864,S0412,CS31092,3,5,1,76,A,4.0,Pass
R013865,S0412,CS31102,3,5,1,64,B,3.0,Pass
R013866,S0412,CS31112,3,5,1,98,A+,4.0,Pass
R013867,S0412,CS31122,3,5,1,75,A,4.0,Pass
R013868,S0412,CS31132,3,5,1,98,A+,4.0,Pass
R013869,S0412,CS31022,3,5,1,76,A,4.0,Pass
R013870,S0412,CS31032,3,5,1,70,A-,3.7,Pass
R013871,S0412,CS31042,3,5,1,95,A+,4.0,Pass
R013872,S0412,CS31062,3,5,1,80,A,4.0,Pass
R013873,S0412,CS31012,3,5,1,76,A,4.0,Pass
R013874,S0412,COE31052,3,5,1,66,B+,3.3,Pass
R013875,S0412,CS31072,3,5,1,75,A,4.0,Pass
R013876,S0413,CS11012,1,1,1,83,A,4.0,Pass
R013877,S0413,CS11021,1,1,1,79,A,4.0,Pass
R013878,S0413,CS11032,1,1,1,98,A+,4.0,Pass
R013879,S0413,COE11013,1,1,1,82,A,4.0,Pass
R013880,S0413,CS11042,1,1,1,84,A,4.0,Pass
R013881,S0413,SE11012,1,1,1,82,A,4.0,Pass
R013882,S0413,CM11033,1,1,1,83,A,4.0,Pass
R013883,S0413,CM11102,1,1,1,87,A+,4.0,Pass
R013884,S0413,DL1132,1,1,1,92,A+,4.0,Pass
R013885,S0413,LS1052,1,1,1,87,A+,4.0,Pass
R013886,S0413,CS12012,1,2,1,98,A+,4.0,Pass
R013887,S0413,CS12023,1,2,1,98,A+,4.0,Pass
R013888,S0413,CS12033,1,2,1,89,A+,4.0,Pass
R013889,S0413,CS12041,1,2,1,90,A+,4.0,Pass
R013890,S0413,CM12052,1,2,1,98,A+,4.0,Pass
R013891,S0413,COE12241,1,2,1,74,A-,3.7,Pass
R013892,S0413,COE12992,1,2,1,98,A+,4.0,Pass
R013893,S0413,DL2142,1,2,1,77,A,4.0,Pass
R013894,S0413,CS21012,2,3,1,82,A,4.0,Pass
R013895,S0413,CS21022,2,3,1,73,A-,3.7,Pass
R013896,S0413,CS21032,2,3,1,73,A-,3.7,Pass
R013897,S0413,SE21012,2,3,1,97,A+,4.0,Pass
R013898,S0413,CM21032,2,3,1,98,A+,4.0,Pass
R013899,S0413,CM21102,2,3,1,80,A,4.0,Pass
R013900,S0413,MF2112,2,3,1,86,A+,4.0,Pass
R013901,S0413,DL3152,2,3,1,85,A+,4.0,Pass
R013902,S0413,CS22012,2,4,1,97,A+,4.0,Pass
R013903,S0413,CS22023,2,4,1,98,A+,4.0,Pass
R013904,S0413,CS22993,2,4,1,98,A+,4.0,Pass
R013905,S0413,COE22032,2,4,1,84,A,4.0,Pass
R013906,S0413,CM22112,2,4,1,92,A+,4.0,Pass
R013907,S0413,DL4162,2,4,1,89,A+,4.0,Pass
R013908,S0413,COE12012,1,2,1,86,A+,4.0,Pass
R013909,S0413,COE12022,1,2,1,74,A-,3.7,Pass
R013910,S0413,COE21013,2,3,1,78,A,4.0,Pass
R013911,S0413,COE22012,2,4,1,98,A+,4.0,Pass
R013912,S0413,COE22023,2,4,1,98,A+,4.0,Pass
R013913,S0413,COE31012,3,5,1,84,A,4.0,Pass
R013914,S0413,COE31021,3,5,1,89,A+,4.0,Pass
R013915,S0413,COE31032,3,5,1,98,A+,4.0,Pass
R013916,S0413,COE31052,3,5,1,68,B+,3.3,Pass
R013917,S0413,COE31062,3,5,1,81,A,4.0,Pass
R013918,S0413,COE31072,3,5,1,98,A+,4.0,Pass
R013919,S0413,CS31042,3,5,1,90,A+,4.0,Pass
R013920,S0413,CS31012,3,5,1,70,A-,3.7,Pass
R013921,S0413,CS31062,3,5,1,88,A+,4.0,Pass
R013922,S0413,CS31122,3,5,1,98,A+,4.0,Pass
R013923,S0413,CS31092,3,5,1,58,B-,2.7,Pass
R013924,S0413,CS31102,3,5,1,88,A+,4.0,Pass
R013925,S0413,CS31112,3,5,1,82,A,4.0,Pass
R013926,S0413,CS31132,3,5,1,68,B+,3.3,Pass
R013927,S0414,CS11012,1,1,1,68,B+,3.3,Pass
R013928,S0414,CS11021,1,1,1,85,A+,4.0,Pass
R013929,S0414,CS11032,1,1,1,78,A,4.0,Pass
R013930,S0414,COE11013,1,1,1,75,A,4.0,Pass
R013931,S0414,CS11042,1,1,1,64,B,3.0,Pass
R013932,S0414,SE11012,1,1,1,72,A-,3.7,Pass
R013933,S0414,CM11033,1,1,1,84,A,4.0,Pass
R013934,S0414,CM11102,1,1,1,81,A,4.0,Pass
R013935,S0414,DL1132,1,1,1,67,B+,3.3,Pass
R013936,S0414,LS1052,1,1,1,43,C-,1.7,Pass
R013937,S0414,CS12012,1,2,1,68,B+,3.3,Pass
R013938,S0414,CS12023,1,2,1,70,A-,3.7,Pass
R013939,S0414,CS12033,1,2,1,66,B+,3.3,Pass
R013940,S0414,CS12041,1,2,1,71,A-,3.7,Pass
R013941,S0414,SE12012,1,2,1,85,A+,4.0,Pass
R013942,S0414,CM12052,1,2,1,75,A,4.0,Pass
R013943,S0414,COE12241,1,2,1,87,A+,4.0,Pass
R013944,S0414,COE12992,1,2,1,59,B-,2.7,Pass
R013945,S0414,DL2142,1,2,1,68,B+,3.3,Pass
R013946,S0414,CS21012,2,3,1,54,C+,2.3,Pass
R013947,S0414,CS21022,2,3,1,71,A-,3.7,Pass
R013948,S0414,CS21032,2,3,1,64,B,3.0,Pass
R013949,S0414,CS21042,2,3,1,90,A+,4.0,Pass
R013950,S0414,CS21052,2,3,1,80,A,4.0,Pass
R013951,S0414,SE21012,2,3,1,87,A+,4.0,Pass
R013952,S0414,CM21032,2,3,1,71,A-,3.7,Pass
R013953,S0414,CM21102,2,3,1,65,B+,3.3,Pass
R013954,S0414,MF2112,2,3,1,60,B,3.0,Pass
R013955,S0414,DL3152,2,3,1,75,A,4.0,Pass
R013956,S0415,CS11012,1,1,1,98,A+,4.0,Pass
R013957,S0415,CS11021,1,1,1,95,A+,4.0,Pass
R013958,S0415,CS11032,1,1,1,93,A+,4.0,Pass
R013959,S0415,COE11013,1,1,1,95,A+,4.0,Pass
R013960,S0415,CS11042,1,1,1,97,A+,4.0,Pass
R013961,S0415,SE11012,1,1,1,87,A+,4.0,Pass
R013962,S0415,CM11033,1,1,1,82,A,4.0,Pass
R013963,S0415,CM11102,1,1,1,98,A+,4.0,Pass
R013964,S0415,DL1132,1,1,1,88,A+,4.0,Pass
R013965,S0415,LS1052,1,1,1,98,A+,4.0,Pass
R013966,S0415,CS12012,1,2,1,98,A+,4.0,Pass
R013967,S0415,CS12023,1,2,1,97,A+,4.0,Pass
R013968,S0415,CS12033,1,2,1,96,A+,4.0,Pass
R013969,S0415,CS12041,1,2,1,98,A+,4.0,Pass
R013970,S0415,SE12012,1,2,1,94,A+,4.0,Pass
R013971,S0415,CM12052,1,2,1,80,A,4.0,Pass
R013972,S0415,COE12241,1,2,1,89,A+,4.0,Pass
R013973,S0415,COE12992,1,2,1,98,A+,4.0,Pass
R013974,S0415,DL2142,1,2,1,74,A-,3.7,Pass
R013975,S0415,CS21012,2,3,1,83,A,4.0,Pass
R013976,S0415,CS21022,2,3,1,98,A+,4.0,Pass
R013977,S0415,CS21032,2,3,1,89,A+,4.0,Pass
R013978,S0415,CS21042,2,3,1,91,A+,4.0,Pass
R013979,S0415,CS21052,2,3,1,98,A+,4.0,Pass
R013980,S0415,SE21012,2,3,1,84,A,4.0,Pass
R013981,S0415,CM21032,2,3,1,76,A,4.0,Pass
R013982,S0415,CM21102,2,3,1,76,A,4.0,Pass
R013983,S0415,MF2112,2,3,1,94,A+,4.0,Pass
R013984,S0415,DL3152,2,3,1,91,A+,4.0,Pass
R013985,S0416,CS11012,1,1,1,68,B+,3.3,Pass
R013986,S0416,CS11021,1,1,1,76,A,4.0,Pass
R013987,S0416,CS11032,1,1,1,95,A+,4.0,Pass
R013988,S0416,COE11013,1,1,1,74,A-,3.7,Pass
R013989,S0416,CS11042,1,1,1,71,A-,3.7,Pass
R013990,S0416,SE11012,1,1,1,81,A,4.0,Pass
R013991,S0416,CM11033,1,1,1,80,A,4.0,Pass
R013992,S0416,CM11102,1,1,1,66,B+,3.3,Pass
R013993,S0416,DL1132,1,1,1,93,A+,4.0,Pass
R013994,S0416,LS1052,1,1,1,68,B+,3.3,Pass
R013995,S0416,CS12012,1,2,1,75,A,4.0,Pass
R013996,S0416,CS12023,1,2,1,78,A,4.0,Pass
R013997,S0416,CS12033,1,2,1,76,A,4.0,Pass
R013998,S0416,CS12041,1,2,1,89,A+,4.0,Pass
R013999,S0416,CM12052,1,2,1,65,B+,3.3,Pass
R014000,S0416,COE12241,1,2,1,81,A,4.0,Pass
R014001,S0416,COE12992,1,2,1,74,A-,3.7,Pass
R014002,S0416,DL2142,1,2,1,79,A,4.0,Pass
R014003,S0416,CS21012,2,3,1,70,A-,3.7,Pass
R014004,S0416,CS21022,2,3,1,68,B+,3.3,Pass
R014005,S0416,CS21032,2,3,1,80,A,4.0,Pass
R014006,S0416,SE21012,2,3,1,76,A,4.0,Pass
R014007,S0416,CM21032,2,3,1,63,B,3.0,Pass
R014008,S0416,CM21102,2,3,1,87,A+,4.0,Pass
R014009,S0416,MF2112,2,3,1,76,A,4.0,Pass
R014010,S0416,DL3152,2,3,1,67,B+,3.3,Pass
R014011,S0416,COE12012,1,2,1,67,B+,3.3,Pass
R014012,S0416,COE12022,1,2,1,76,A,4.0,Pass
R014013,S0416,COE21013,2,3,1,79,A,4.0,Pass
R014014,S0417,CS11012,1,1,1,86,A+,4.0,Pass
R014015,S0417,CS11021,1,1,1,74,A-,3.7,Pass
R014016,S0417,CS11032,1,1,1,66,B+,3.3,Pass
R014017,S0417,COE11013,1,1,1,58,B-,2.7,Pass
R014018,S0417,CS11042,1,1,1,89,A+,4.0,Pass
R014019,S0417,SE11012,1,1,1,85,A+,4.0,Pass
R014020,S0417,CM11033,1,1,1,90,A+,4.0,Pass
R014021,S0417,CM11102,1,1,1,69,B+,3.3,Pass
R014022,S0417,DL1132,1,1,1,82,A,4.0,Pass
R014023,S0417,LS1052,1,1,1,57,B-,2.7,Pass
R014024,S0417,CS12012,1,2,1,68,B+,3.3,Pass
R014025,S0417,CS12023,1,2,1,79,A,4.0,Pass
R014026,S0417,CS12033,1,2,1,85,A+,4.0,Pass
R014027,S0417,CS12041,1,2,1,96,A+,4.0,Pass
R014028,S0417,SE12012,1,2,1,75,A,4.0,Pass
R014029,S0417,CM12052,1,2,1,68,B+,3.3,Pass
R014030,S0417,COE12241,1,2,1,67,B+,3.3,Pass
R014031,S0417,COE12992,1,2,1,70,A-,3.7,Pass
R014032,S0417,DL2142,1,2,1,98,A+,4.0,Pass
R014033,S0417,CS21012,2,3,1,86,A+,4.0,Pass
R014034,S0417,CS21022,2,3,1,90,A+,4.0,Pass
R014035,S0417,CS21032,2,3,1,75,A,4.0,Pass
R014036,S0417,CS21042,2,3,1,77,A,4.0,Pass
R014037,S0417,CS21052,2,3,1,85,A+,4.0,Pass
R014038,S0417,SE21012,2,3,1,72,A-,3.7,Pass
R014039,S0417,CM21032,2,3,1,74,A-,3.7,Pass
R014040,S0417,CM21102,2,3,1,70,A-,3.7,Pass
R014041,S0417,MF2112,2,3,1,68,B+,3.3,Pass
R014042,S0417,DL3152,2,3,1,74,A-,3.7,Pass
R014043,S0417,CS22012,2,4,1,68,B+,3.3,Pass
R014044,S0417,CS22023,2,4,1,80,A,4.0,Pass
R014045,S0417,CS22993,2,4,1,80,A,4.0,Pass
R014046,S0417,SE22013,2,4,1,75,A,4.0,Pass
R014047,S0417,SE22022,2,4,1,68,B+,3.3,Pass
R014048,S0417,COE22032,2,4,1,78,A,4.0,Pass
R014049,S0417,CM22112,2,4,1,72,A-,3.7,Pass
R014050,S0417,DL4162,2,4,1,74,A-,3.7,Pass
R014051,S0417,CS31082,3,5,1,89,A+,4.0,Pass
R014052,S0417,CS31092,3,5,1,64,B,3.0,Pass
R014053,S0417,CS31102,3,5,1,98,A+,4.0,Pass
R014054,S0417,CS31112,3,5,1,77,A,4.0,Pass
R014055,S0417,CS31122,3,5,1,82,A,4.0,Pass
R014056,S0417,CS31132,3,5,1,69,B+,3.3,Pass
R014057,S0417,CS31022,3,5,1,90,A+,4.0,Pass
R014058,S0417,CS31032,3,5,1,76,A,4.0,Pass
R014059,S0417,CS31042,3,5,1,73,A-,3.7,Pass
R014060,S0417,CS31062,3,5,1,71,A-,3.7,Pass
R014061,S0417,CS31012,3,5,1,70,A-,3.7,Pass
R014062,S0417,COE31052,3,5,1,82,A,4.0,Pass
R014063,S0417,CS31072,3,5,1,79,A,4.0,Pass
R014064,S0418,CS11012,1,1,1,79,A,4.0,Pass
